Product Name,Rating,Reviews,cluster_id
"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Black",2,"Update, October, 3rd 2015... I love the phone but the battery life is probably the worst of all smart phones I ever had-doesn't last a day with nothing but wifi on and reading on kindle apps.The zen UI grew on me and can't wait to get 5.1 LP...Camera is even better with software updates...SPEAKERS ARE BAAAAD-a lot of buzzing and crackling noise !Really good for the money with a few flaws!Amazing specs""ON PAPER"" for what I paid for, a black, 2GB RAM/16 GB internal storage used very good condition Amazon warehouse deal($194).I really like the phone so farPros:Fast, responsive with big decent 5.5"" display, Lollipop experience, dual sim.. you get a lot for your money.Cons:Battery is below Par and leaves a lot to be desired, Display is quite dim and there's not much you can do to make it better other than vivid mode andCamera is average with a mediocre sensor, A LOT of bloatware is another annoying thing to live with unless you want to root the device which you can.Speakers and Battery are BIG MINUS!",0
"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Black",5,Excelente product!!!,1
"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Black",5,great phone with a great price!,2
"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Black",1,"It worked slow until one night it decided to overheat, melt the cable and the backcover. I would not recommend this.",3
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Black (U.S. Warranty)",5,"Had this phone for almost 2 years. It is amazing! Fast, reliable. The only thing that has stopped working is the plug for charging it. The pin that inserts into the phone broke.I will buy another when this one eventually dies. :D",0
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Black (U.S. Warranty)",5,Love this phone...good quality.,1
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Black (U.S. Warranty)",5,Excelente,2
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Black (U.S. Warranty)",5,"Excellent phone. Its really fast, not a single lag. It just could have a little bit more of battery life, but its ok for a moderate use and the fast charging its REALLY fast.",3
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Gold (U.S. Warranty) (Discontinued by Manufacturer)",5,"This is a great phone.First of all, it is the best phone in its price range. The only phones that can be compared to this one cost more than 500$.I've been using it for one year now and i am 100% satisfied by its performance at all levels.-very fast processor and large 4GB ram make every app open and function with zero loading-gps is perfect. Location is anticipated within 3-5 seconds.-Battery lasts 1,5 days. At the end of the day (with 4G on and 2 hours of music) the battery is usually at 30-50%-Very solid. It has fell down several times and there is no scratch so far.-bluetooth works fine too. It connects to all the devices that I have tried so far with no interruptions and up to ±feet distance.-The Intel atom processor doesn't get hot like the Qualcomm ones. A feature that most people don't talk about. Intel atom in this case makes the phone superior to most of high range phones that have a Snapdragon processor that gets too hot all the time.-Wi-fi is superfast. At work I can reach 45 MB/s both for download and upload.-4G/LTE speed with T-mobile will go up to 20 MB/s download and 15 MB/s upload.",0
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Gold (U.S. Warranty) (Discontinued by Manufacturer)",5,excelent,1
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Gold (U.S. Warranty) (Discontinued by Manufacturer)",2,"This was a great phone until it stopped working. It's fast and smooth and the camera is awesome!. The software interface is a little disappointing coming from Samsung but I speant some time tweaking it and got to where I REALLY liked it....But from day one it wouldn't always charge. Using the supplied charger or third party I had same problem..like a loose connection. It got progressively worse. Then last week it stopped charging completely. The battery is non-removable so the phone is dead dead dead.I have been in contact with ASUS for 6 days now trying to RMA it back and the guy on the other end takes a day to respond and has poor English and fails to include the actual info. He sent me a broken link to RMA then apologized saying tech support fixed it but don't use that, he'd send me a VIP number instead for paying $25 and I never got it. 5 messages later I'm still without a phone.I took it to a local repair shop, they were unable to fix it (though I suspect since they tried I might get a ""warranty denied""Not having a phone is a nightmare and I'm basically ready to flush my $299 down the toilet and just buy another new phone.",2
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Gold (U.S. Warranty) (Discontinued by Manufacturer)",5,"Awesome phone , the best for the price !",3
ASUS ZenFone 2 ZE500CL 4G LTE Single-SIM Factory Unlocked International Stock No Warranty (2GB RAM/16GB ROM | GLAMOR RED) - International Version No Warranty,1,"Although it was listed as 16GB, I received a 8GB phone. 8GB??????",0
ASUS ZenFone 2 ZE500CL 4G LTE Single-SIM Factory Unlocked International Stock No Warranty (2GB RAM/16GB ROM | GLAMOR RED) - International Version No Warranty,5,GOOD!,1
ASUS ZenFone 2 ZE500CL 4G LTE Single-SIM Factory Unlocked International Stock No Warranty (2GB RAM/16GB ROM | GLAMOR RED) - International Version No Warranty,1,"A high end phone that competes with the likes of iPhone 6 and Samsung 6. Great phone features and worked excellent for 2 months. Since yesterday phone can't sustain the T-Mobile network connection, keeps dropping every alternate second causing the phone to be unusable. Phone is still under warranty so getting ready to send the phone to ASUS technical support for resolution. I gave only 3 stars because of the phone's reliability issue I encountered. I might change the rating once I get the phone back from ASUS and validation of sustained network connection over a long period of time.Update on December 10,2015:ASUS informed me that the mother board in the phone was damaged and need to ship the part from China. Total estimate provided was $290.44 (shipping cost from China-$150) , more than what I paid for the new phone. I was very disappointed at the quality of the phone as it lasted only for 3 months. I changed the rating to 1 star as the phone doesn't live up to expectations.",2
ASUS ZenFone 2 ZE500CL 4G LTE Single-SIM Factory Unlocked International Stock No Warranty (2GB RAM/16GB ROM | GLAMOR RED) - International Version No Warranty,5,Excelent product at a very good price.,3
ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked (Dual-SIM | 2GB RAM/16GB ROM | OSMIUM BLACK) - International Version No Warranty,5,A very good phone,0
ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked (Dual-SIM | 2GB RAM/16GB ROM | OSMIUM BLACK) - International Version No Warranty,5,Excelente,1
ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked (Dual-SIM | 2GB RAM/16GB ROM | OSMIUM BLACK) - International Version No Warranty,5,"Great product, thanks!",2
ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked (Dual-SIM | 2GB RAM/16GB ROM | OSMIUM BLACK) - International Version No Warranty,5,"I had this phone for 3 weeks now, very happy with it. Mainly because it is flagship specs but cost way less. It is very comfortable to hold, screen is beautiful, and the white of the back is gorgeous.This is the 2gb version, but runs very smoothly. I still prefer stock android, but ZenUI isn't bad. No major complaints, only wish there are more accessories for it.",3
ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked International Stock No Warranty (Dual-SIM | 2GB RAM/16GB ROM | CERAMIC WHITE) - International Version No Warranty,5,A very good phone,0
